,number,value,datetime_start,datetime_complete,duration,params_activation,params_dropout,params_layers,params_shrink,system_attrs_completed_rung_0,system_attrs_completed_rung_1,system_attrs_completed_rung_2,system_attrs_completed_rung_3,state
1142,1142,25.52518081665039,2022-12-25 09:35:06.992917,2022-12-25 09:35:42.593020,0 days 00:00:35.600103,sigmoid,0.35000000000000003,2,0.7,11.885693550109863,25.52518081665039,,,PRUNED
1143,1143,6.72977876663208,2022-12-25 09:35:42.675512,2022-12-25 09:36:18.464780,0 days 00:00:35.789268,tanh,0.0,3,0.6,52.071041107177734,13.103103637695312,6.72977876663208,,PRUNED
1144,1144,1.7258280515670776,2022-12-25 09:36:18.555737,2022-12-25 09:37:34.819469,0 days 00:01:16.263732,sigmoid,0.30000000000000004,2,0.65,6.819901466369629,,,,COMPLETE
1145,1145,19.416112899780273,2022-12-25 09:37:34.919638,2022-12-25 09:37:50.107797,0 days 00:00:15.188159,sigmoid,0.30000000000000004,2,0.6,19.416112899780273,,,,PRUNED
1146,1146,1.768973469734192,2022-12-25 09:37:50.189798,2022-12-25 09:39:16.337722,0 days 00:01:26.147924,sigmoid,0.35000000000000003,2,0.65,6.5920891761779785,,,,COMPLETE
1147,1147,4.367954254150391,2022-12-25 09:39:16.437694,2022-12-25 09:40:52.727222,0 days 00:01:36.289528,sigmoid,0.05,2,0.6,36.07069778442383,14.083285331726074,5.418456077575684,4.367954254150391,PRUNED
1148,1148,62.01570510864258,2022-12-25 09:40:52.846150,2022-12-25 09:41:09.000986,0 days 00:00:16.154836,relu,0.35000000000000003,8,0.65,62.01570510864258,,,,PRUNED
1149,1149,23.002918243408203,2022-12-25 09:41:09.091331,2022-12-25 09:41:24.408158,0 days 00:00:15.316827,relu,0.35000000000000003,2,0.6,23.002918243408203,,,,PRUNED
1150,1150,26.78343391418457,2022-12-25 09:41:24.497479,2022-12-25 09:41:39.756981,0 days 00:00:15.259502,relu,0.4,2,0.6,26.78343391418457,,,,PRUNED
1151,1151,66.39073944091797,2022-12-25 09:41:39.856640,2022-12-25 09:41:48.598976,0 days 00:00:08.742336,relu,0.35000000000000003,2,0.7,66.39073944091797,,,,PRUNED
1152,1152,112.29145812988281,2022-12-25 09:41:48.678969,2022-12-25 09:41:57.139999,0 days 00:00:08.461030,relu,0.2,2,0.65,112.29145812988281,,,,PRUNED
1153,1153,39.841243743896484,2022-12-25 09:41:57.220998,2022-12-25 09:42:12.437820,0 days 00:00:15.216822,relu,0.45,2,0.6,39.841243743896484,,,,PRUNED
1154,1154,20.63137435913086,2022-12-25 09:42:12.520830,2022-12-25 09:42:28.053300,0 days 00:00:15.532470,sigmoid,0.35000000000000003,2,0.6,20.63137435913086,,,,PRUNED
1155,1155,112.00003814697266,2022-12-25 09:42:28.135960,2022-12-25 09:42:36.611988,0 days 00:00:08.476028,relu,0.25,2,0.6,112.00003814697266,,,,PRUNED
1156,1156,8.36216926574707,2022-12-25 09:42:36.702316,2022-12-25 09:43:12.083283,0 days 00:00:35.380967,relu,0.4,2,0.85,18.107580184936523,8.36216926574707,,,PRUNED
1157,1157,26.83453941345215,2022-12-25 09:43:12.174640,2022-12-25 09:43:27.540663,0 days 00:00:15.366023,relu,0.5,2,0.6,52.49405288696289,26.83453941345215,,,PRUNED
1158,1158,1.5413062572479248,2022-12-25 09:43:27.630713,2022-12-25 09:44:40.820800,0 days 00:01:13.190087,relu,0.1,2,0.6,43.62027359008789,10.838321685791016,5.512885093688965,,COMPLETE
1159,1159,1.4373905658721924,2022-12-25 09:44:40.924031,2022-12-25 09:46:03.798365,0 days 00:01:22.874334,sigmoid,0.30000000000000004,2,0.65,5.123088836669922,,,,COMPLETE
1160,1160,93.80612182617188,2022-12-25 09:46:03.899460,2022-12-25 09:46:12.336986,0 days 00:00:08.437526,tanh,0.1,2,0.6,93.80612182617188,,,,PRUNED
1161,1161,26.569149017333984,2022-12-25 09:46:12.427567,2022-12-25 09:46:27.751727,0 days 00:00:15.324160,relu,0.2,2,0.7,26.569149017333984,,,,PRUNED
1162,1162,21.428186416625977,2022-12-25 09:46:27.833729,2022-12-25 09:46:43.175552,0 days 00:00:15.341823,relu,0.05,2,0.8,44.786739349365234,21.428186416625977,,,PRUNED
1163,1163,24.703948974609375,2022-12-25 09:46:43.257553,2022-12-25 09:46:58.474392,0 days 00:00:15.216839,relu,0.30000000000000004,2,0.6,24.703948974609375,,,,PRUNED
1164,1164,120.50357818603516,2022-12-25 09:46:58.557545,2022-12-25 09:47:07.033246,0 days 00:00:08.475701,sigmoid,0.1,2,0.6,120.50357818603516,,,,PRUNED
1165,1165,138.2196044921875,2022-12-25 09:47:07.123405,2022-12-25 09:47:15.939724,0 days 00:00:08.816319,relu,0.1,2,0.6,138.2196044921875,,,,PRUNED
1166,1166,112.01007080078125,2022-12-25 09:47:16.033064,2022-12-25 09:47:24.564542,0 days 00:00:08.531478,relu,0.1,2,0.6,112.01007080078125,,,,PRUNED
1167,1167,1.7168830633163452,2022-12-25 09:47:24.655311,2022-12-25 09:48:37.202390,0 days 00:01:12.547079,sigmoid,0.45,2,0.65,6.163074016571045,,,,COMPLETE
1168,1168,67.37110900878906,2022-12-25 09:48:37.304561,2022-12-25 09:48:45.882951,0 days 00:00:08.578390,relu,0.1,3,0.75,67.37110900878906,,,,PRUNED
1169,1169,24.504003524780273,2022-12-25 09:48:45.965891,2022-12-25 09:49:01.473370,0 days 00:00:15.507479,sigmoid,0.05,2,0.6,24.504003524780273,,,,PRUNED
1170,1170,168.52259826660156,2022-12-25 09:49:01.565432,2022-12-25 09:49:37.720618,0 days 00:00:36.155186,relu,0.2,6,0.6,168.52259826660156,,,,PRUNED
1171,1171,84.83514404296875,2022-12-25 09:49:37.814121,2022-12-25 09:49:46.253304,0 days 00:00:08.439183,relu,0.1,2,0.65,84.83514404296875,,,,PRUNED
1172,1172,74.98416900634766,2022-12-25 09:49:46.335302,2022-12-25 09:49:55.103629,0 days 00:00:08.768327,tanh,0.1,2,0.6,74.98416900634766,,,,PRUNED
1173,1173,4.133309841156006,2022-12-25 09:49:55.194179,2022-12-25 09:51:31.520295,0 days 00:01:36.326116,relu,0.35000000000000003,2,0.7,17.437803268432617,5.811336994171143,4.133309841156006,,PRUNED
1174,1174,19.13259506225586,2022-12-25 09:51:31.602298,2022-12-25 09:51:46.802885,0 days 00:00:15.200587,relu,0.35000000000000003,2,0.65,19.13259506225586,,,,PRUNED
1175,1175,1.519411563873291,2022-12-25 09:51:46.884468,2022-12-25 09:53:06.067290,0 days 00:01:19.182822,sigmoid,0.30000000000000004,2,0.9,6.75623083114624,,,,COMPLETE
1176,1176,19.50466537475586,2022-12-25 09:53:06.173376,2022-12-25 09:53:21.611932,0 days 00:00:15.438556,relu,0.4,2,0.6,19.50466537475586,,,,PRUNED
1177,1177,28.48666763305664,2022-12-25 09:53:21.703267,2022-12-25 09:53:36.902438,0 days 00:00:15.199171,sigmoid,0.4,2,0.6,28.48666763305664,,,,PRUNED
1178,1178,16.105484008789062,2022-12-25 09:53:36.985439,2022-12-25 09:53:52.484585,0 days 00:00:15.499146,sigmoid,0.1,2,0.6,57.51979446411133,16.105484008789062,,,PRUNED
1179,1179,127.64407348632812,2022-12-25 09:53:52.567872,2022-12-25 09:54:02.326536,0 days 00:00:09.758664,relu,0.1,4,0.6,127.64407348632812,,,,PRUNED
1180,1180,86.14631652832031,2022-12-25 09:54:02.416479,2022-12-25 09:54:11.025847,0 days 00:00:08.609368,relu,0.30000000000000004,2,0.6,86.14631652832031,,,,PRUNED
1181,1181,107.05167388916016,2022-12-25 09:54:11.115473,2022-12-25 09:54:20.216271,0 days 00:00:09.100798,relu,0.05,2,0.6,107.05167388916016,,,,PRUNED
1182,1182,6.9707465171813965,2022-12-25 09:54:20.297835,2022-12-25 09:54:55.812845,0 days 00:00:35.515010,sigmoid,0.30000000000000004,2,0.65,6.9707465171813965,,,,PRUNED
1183,1183,18.861370086669922,2022-12-25 09:54:55.895107,2022-12-25 09:55:11.461939,0 days 00:00:15.566832,relu,0.35000000000000003,2,0.6,18.861370086669922,,,,PRUNED
1184,1184,24.311025619506836,2022-12-25 09:55:11.544923,2022-12-25 09:55:26.736045,0 days 00:00:15.191122,relu,0.25,2,0.7,24.311025619506836,,,,PRUNED
1185,1185,46.70468521118164,2022-12-25 09:55:26.817756,2022-12-25 09:55:42.492897,0 days 00:00:15.675141,relu,0.45,5,0.6,46.70468521118164,,,,PRUNED
1186,1186,75.99784088134766,2022-12-25 09:55:42.576039,2022-12-25 09:55:51.551540,0 days 00:00:08.975501,relu,0.1,2,0.6,75.99784088134766,,,,PRUNED
1187,1187,6.684848785400391,2022-12-25 09:55:51.643086,2022-12-25 09:56:27.406138,0 days 00:00:35.763052,relu,0.0,2,0.7,49.78759002685547,11.50326919555664,6.684848785400391,,PRUNED
1188,1188,19.85547637939453,2022-12-25 09:56:27.486716,2022-12-25 09:56:42.754978,0 days 00:00:15.268262,sigmoid,0.1,2,0.6,19.85547637939453,,,,PRUNED
1189,1189,105.35641479492188,2022-12-25 09:56:42.838019,2022-12-25 09:56:51.313347,0 days 00:00:08.475328,tanh,0.1,2,0.6,105.35641479492188,,,,PRUNED
1190,1190,67.74114990234375,2022-12-25 09:56:51.402992,2022-12-25 09:57:00.204386,0 days 00:00:08.801394,sigmoid,0.05,2,0.85,67.74114990234375,,,,PRUNED
1191,1191,543.069580078125,2022-12-25 09:57:00.302315,2022-12-25 09:57:09.345620,0 days 00:00:09.043305,relu,0.5,8,0.6,543.069580078125,,,,PRUNED
1192,1192,22.395736694335938,2022-12-25 09:57:09.434955,2022-12-25 09:57:24.618461,0 days 00:00:15.183506,relu,0.35000000000000003,2,0.65,22.395736694335938,,,,PRUNED
1193,1193,82.49879455566406,2022-12-25 09:57:24.702461,2022-12-25 09:57:33.318796,0 days 00:00:08.616335,relu,0.0,2,0.65,82.49879455566406,,,,PRUNED
1194,1194,13.512091636657715,2022-12-25 09:57:33.408132,2022-12-25 09:58:09.023465,0 days 00:00:35.615333,relu,0.4,2,0.75,17.28404426574707,13.512091636657715,,,PRUNED
1195,1195,7.656324863433838,2022-12-25 09:58:09.114745,2022-12-25 09:58:44.537143,0 days 00:00:35.422398,sigmoid,0.30000000000000004,2,0.9,7.656324863433838,,,,PRUNED
1196,1196,6.499353885650635,2022-12-25 09:58:44.621388,2022-12-25 09:59:20.251338,0 days 00:00:35.629950,relu,0.05,2,0.6,29.340103149414062,13.769871711730957,6.499353885650635,,PRUNED
1197,1197,11.53630542755127,2022-12-25 09:59:20.333337,2022-12-25 09:59:56.215274,0 days 00:00:35.881937,relu,0.15000000000000002,2,0.6,13.209932327270508,11.53630542755127,,,PRUNED
1198,1198,129.7874755859375,2022-12-25 09:59:56.297272,2022-12-25 10:00:05.107263,0 days 00:00:08.809991,relu,0.5,5,0.6,129.7874755859375,,,,PRUNED
1199,1199,68.27277374267578,2022-12-25 10:00:05.197599,2022-12-25 10:00:13.664945,0 days 00:00:08.467346,tanh,0.30000000000000004,2,0.6,68.27277374267578,,,,PRUNED
1200,1200,105.90705871582031,2022-12-25 10:00:13.756417,2022-12-25 10:00:22.196633,0 days 00:00:08.440216,relu,0.05,2,0.6,105.90705871582031,,,,PRUNED
1201,1201,110.06867218017578,2022-12-25 10:00:22.278676,2022-12-25 10:00:31.113628,0 days 00:00:08.834952,sigmoid,0.45,2,0.8,110.06867218017578,,,,PRUNED
1202,1202,97.28093719482422,2022-12-25 10:00:31.203949,2022-12-25 10:00:39.687981,0 days 00:00:08.484032,relu,0.1,2,0.65,97.28093719482422,,,,PRUNED
1203,1203,1.3635163307189941,2022-12-25 10:00:39.777054,2022-12-25 10:02:15.831841,0 days 00:01:36.054787,sigmoid,0.30000000000000004,2,0.7,5.685388565063477,4.0432562828063965,,,COMPLETE
1204,1204,89.21128845214844,2022-12-25 10:02:15.932016,2022-12-25 10:02:24.571239,0 days 00:00:08.639223,relu,0.5,2,0.6,89.21128845214844,,,,PRUNED
1205,1205,88.1963882446289,2022-12-25 10:02:24.661009,2022-12-25 10:02:33.270019,0 days 00:00:08.609010,relu,0.1,2,0.6,88.1963882446289,,,,PRUNED
1206,1206,14.676963806152344,2022-12-25 10:02:33.360341,2022-12-25 10:03:08.942845,0 days 00:00:35.582504,sigmoid,0.30000000000000004,2,0.6,17.11611557006836,14.676963806152344,,,PRUNED
1207,1207,220.78761291503906,2022-12-25 10:03:09.032643,2022-12-25 10:03:18.059287,0 days 00:00:09.026644,relu,0.0,7,0.75,220.78761291503906,,,,PRUNED
1208,1208,7.282045364379883,2022-12-25 10:03:18.150623,2022-12-25 10:03:53.938890,0 days 00:00:35.788267,sigmoid,0.30000000000000004,2,0.7,7.282045364379883,,,,PRUNED
1209,1209,107.8182144165039,2022-12-25 10:03:54.038664,2022-12-25 10:04:02.589244,0 days 00:00:08.550580,tanh,0.05,3,0.95,107.8182144165039,,,,PRUNED
1210,1210,96.0333023071289,2022-12-25 10:04:02.679580,2022-12-25 10:04:11.138593,0 days 00:00:08.459013,sigmoid,0.05,2,0.6,96.0333023071289,,,,PRUNED
1211,1211,36.462764739990234,2022-12-25 10:04:11.220600,2022-12-25 10:04:26.761409,0 days 00:00:15.540809,relu,0.35000000000000003,2,0.6,36.462764739990234,,,,PRUNED
1212,1212,7.853704452514648,2022-12-25 10:04:26.852968,2022-12-25 10:05:02.400382,0 days 00:00:35.547414,sigmoid,0.30000000000000004,2,0.7,7.853704452514648,,,,PRUNED
1213,1213,1.5469229221343994,2022-12-25 10:05:02.483375,2022-12-25 10:06:15.449019,0 days 00:01:12.965644,relu,0.4,2,0.6,59.530826568603516,12.839828491210938,5.347845077514648,,COMPLETE
1214,1214,87.5296401977539,2022-12-25 10:06:15.565856,2022-12-25 10:06:23.986862,0 days 00:00:08.421006,relu,0.35000000000000003,2,0.8,87.5296401977539,,,,PRUNED
1215,1215,22.756969451904297,2022-12-25 10:06:24.076892,2022-12-25 10:06:39.609682,0 days 00:00:15.532790,relu,0.1,2,0.6,22.756969451904297,,,,PRUNED
1216,1216,47.971107482910156,2022-12-25 10:06:39.691788,2022-12-25 10:06:54.907987,0 days 00:00:15.216199,relu,0.4,2,0.7,47.971107482910156,,,,PRUNED
1217,1217,6.398654460906982,2022-12-25 10:06:55.000133,2022-12-25 10:07:30.555818,0 days 00:00:35.555685,sigmoid,0.35000000000000003,2,0.65,16.396148681640625,6.398654460906982,,,PRUNED
1218,1218,17.081422805786133,2022-12-25 10:07:30.647150,2022-12-25 10:08:06.510883,0 days 00:00:35.863733,relu,0.4,2,0.6,15.216697692871094,17.081422805786133,,,PRUNED
1219,1219,1.4498467445373535,2022-12-25 10:08:06.593980,2022-12-25 10:09:12.517935,0 days 00:01:05.923955,sigmoid,0.30000000000000004,2,0.7,4.72462797164917,,,,COMPLETE
1220,1220,78.98567199707031,2022-12-25 10:09:12.618106,2022-12-25 10:09:21.081780,0 days 00:00:08.463674,relu,0.45,2,0.6,78.98567199707031,,,,PRUNED
1221,1221,7.581597328186035,2022-12-25 10:09:21.172111,2022-12-25 10:09:56.594520,0 days 00:00:35.422409,sigmoid,0.30000000000000004,2,0.7,7.581597328186035,,,,PRUNED
1222,1222,25.176025390625,2022-12-25 10:09:56.693422,2022-12-25 10:10:12.243568,0 days 00:00:15.550146,relu,0.25,2,0.6,25.176025390625,,,,PRUNED
1223,1223,1.4194231033325195,2022-12-25 10:10:12.326585,2022-12-25 10:11:49.083080,0 days 00:01:36.756495,sigmoid,0.30000000000000004,2,0.7,5.8611626625061035,4.290114402770996,,,COMPLETE
1224,1224,83.326171875,2022-12-25 10:11:49.192466,2022-12-25 10:11:57.644922,0 days 00:00:08.452456,relu,0.45,2,0.85,83.326171875,,,,PRUNED
1225,1225,7.021384239196777,2022-12-25 10:11:57.735263,2022-12-25 10:12:33.599535,0 days 00:00:35.864272,relu,0.5,2,0.6,37.31684875488281,12.145174980163574,7.021384239196777,,PRUNED
1226,1226,1.6588530540466309,2022-12-25 10:12:33.681534,2022-12-25 10:13:46.716847,0 days 00:01:13.035313,sigmoid,0.30000000000000004,2,0.7,6.176131725311279,,,,COMPLETE
1227,1227,9.398357391357422,2022-12-25 10:13:46.822219,2022-12-25 10:14:22.241311,0 days 00:00:35.419092,sigmoid,0.30000000000000004,2,0.7,9.398357391357422,,,,PRUNED
1228,1228,14.249283790588379,2022-12-25 10:14:22.332641,2022-12-25 10:14:58.006046,0 days 00:00:35.673405,tanh,0.4,2,0.6,42.20631408691406,11.073713302612305,14.249283790588379,,PRUNED
1229,1229,153.98558044433594,2022-12-25 10:14:58.096420,2022-12-25 10:15:07.238228,0 days 00:00:09.141808,relu,0.30000000000000004,6,0.6,153.98558044433594,,,,PRUNED
1230,1230,1.6386369466781616,2022-12-25 10:15:07.329233,2022-12-25 10:16:30.261805,0 days 00:01:22.932572,sigmoid,0.30000000000000004,2,0.7,6.207482814788818,,,,COMPLETE
1231,1231,1.7187579870224,2022-12-25 10:16:30.370299,2022-12-25 10:17:43.101954,0 days 00:01:12.731655,sigmoid,0.30000000000000004,2,0.7,6.4835357666015625,,,,COMPLETE
1232,1232,74.47164916992188,2022-12-25 10:17:43.206451,2022-12-25 10:17:51.659791,0 days 00:00:08.453340,sigmoid,0.35000000000000003,2,0.9,74.47164916992188,,,,PRUNED
1233,1233,25.329042434692383,2022-12-25 10:17:51.751130,2022-12-25 10:18:07.291658,0 days 00:00:15.540528,relu,0.45,2,0.6,25.329042434692383,,,,PRUNED
1234,1234,21.821529388427734,2022-12-25 10:18:07.374592,2022-12-25 10:18:23.081453,0 days 00:00:15.706861,relu,0.4,4,0.6,56.10087203979492,21.821529388427734,,,PRUNED
1235,1235,21.684782028198242,2022-12-25 10:18:23.172750,2022-12-25 10:18:38.580076,0 days 00:00:15.407326,sigmoid,0.05,3,0.7,21.684782028198242,,,,PRUNED
1236,1236,112.97196197509766,2022-12-25 10:18:38.662253,2022-12-25 10:18:47.388722,0 days 00:00:08.726469,relu,0.45,2,0.6,112.97196197509766,,,,PRUNED
1237,1237,1.5952463150024414,2022-12-25 10:18:47.478277,2022-12-25 10:20:00.345903,0 days 00:01:12.867626,sigmoid,0.30000000000000004,2,0.75,5.846841812133789,,,,COMPLETE
1238,1238,5.941383361816406,2022-12-25 10:20:00.452398,2022-12-25 10:20:36.062750,0 days 00:00:35.610352,relu,0.4,2,0.6,48.574527740478516,11.818304061889648,5.941383361816406,,PRUNED
1239,1239,132.4801025390625,2022-12-25 10:20:36.148020,2022-12-25 10:20:44.905015,0 days 00:00:08.756995,relu,0.5,3,0.6,132.4801025390625,,,,PRUNED
1240,1240,1.4252756834030151,2022-12-25 10:20:44.995352,2022-12-25 10:22:28.491015,0 days 00:01:43.495663,sigmoid,0.35000000000000003,2,0.7,5.951639652252197,4.2610087394714355,,,COMPLETE
1241,1241,92.59673309326172,2022-12-25 10:22:28.599527,2022-12-25 10:22:37.054603,0 days 00:00:08.455076,tanh,0.35000000000000003,2,0.8,92.59673309326172,,,,PRUNED
1242,1242,26.707395553588867,2022-12-25 10:22:37.155682,2022-12-25 10:22:52.686766,0 days 00:00:15.531084,relu,0.1,4,0.6,26.707395553588867,,,,PRUNED
1243,1243,8.068197250366211,2022-12-25 10:22:52.770015,2022-12-25 10:23:28.441495,0 days 00:00:35.671480,tanh,0.35000000000000003,2,0.6,18.176103591918945,8.068197250366211,,,PRUNED
1244,1244,95.50035858154297,2022-12-25 10:23:28.525650,2022-12-25 10:23:37.300314,0 days 00:00:08.774664,sigmoid,0.4,2,0.6,95.50035858154297,,,,PRUNED
1245,1245,6.884500503540039,2022-12-25 10:23:37.391354,2022-12-25 10:24:12.871709,0 days 00:00:35.480355,sigmoid,0.35000000000000003,2,0.7,6.884500503540039,,,,PRUNED
1246,1246,20.632343292236328,2022-12-25 10:24:12.954751,2022-12-25 10:24:28.195852,0 days 00:00:15.241101,relu,0.4,2,0.6,20.632343292236328,,,,PRUNED
1247,1247,98.37850189208984,2022-12-25 10:24:28.277452,2022-12-25 10:24:36.804133,0 days 00:00:08.526681,relu,0.25,2,0.6,98.37850189208984,,,,PRUNED
1248,1248,4.495194435119629,2022-12-25 10:24:36.894469,2022-12-25 10:26:14.554074,0 days 00:01:37.659605,sigmoid,0.30000000000000004,2,0.7,6.095072269439697,4.495194435119629,,,PRUNED
1249,1249,86.4552230834961,2022-12-25 10:26:14.636079,2022-12-25 10:26:23.196086,0 days 00:00:08.560007,relu,0.30000000000000004,2,0.6,86.4552230834961,,,,PRUNED
1250,1250,18.401138305664062,2022-12-25 10:26:23.285042,2022-12-25 10:26:38.593920,0 days 00:00:15.308878,relu,0.5,2,0.6,54.16107940673828,18.401138305664062,,,PRUNED
1251,1251,1.7001230716705322,2022-12-25 10:26:38.676922,2022-12-25 10:28:05.208648,0 days 00:01:26.531726,sigmoid,0.30000000000000004,2,0.7,6.2575812339782715,,,,COMPLETE
1252,1252,110.44527435302734,2022-12-25 10:28:05.314715,2022-12-25 10:28:13.854385,0 days 00:00:08.539670,relu,0.5,2,0.6,110.44527435302734,,,,PRUNED
1253,1253,19.27100372314453,2022-12-25 10:28:13.944660,2022-12-25 10:28:29.235549,0 days 00:00:15.290889,relu,0.1,2,0.75,19.27100372314453,,,,PRUNED
1254,1254,28.52464485168457,2022-12-25 10:28:29.326884,2022-12-25 10:28:44.717672,0 days 00:00:15.390788,sigmoid,0.30000000000000004,2,0.6,28.52464485168457,,,,PRUNED
1255,1255,94.74381256103516,2022-12-25 10:28:44.800731,2022-12-25 10:28:53.409725,0 days 00:00:08.608994,relu,0.25,2,0.6,94.74381256103516,,,,PRUNED
1256,1256,17.048986434936523,2022-12-25 10:28:53.500070,2022-12-25 10:29:09.015877,0 days 00:00:15.515807,tanh,0.5,2,0.6,39.40626525878906,17.048986434936523,,,PRUNED
1257,1257,85.14361572265625,2022-12-25 10:29:09.107213,2022-12-25 10:29:24.798263,0 days 00:00:15.691050,relu,0.35000000000000003,6,0.7,85.14361572265625,,,,PRUNED
1258,1258,1.4557937383651733,2022-12-25 10:29:24.883304,2022-12-25 10:31:08.651380,0 days 00:01:43.768076,sigmoid,0.5,2,0.7,6.262238025665283,4.213796615600586,,,COMPLETE
1259,1259,11.552472114562988,2022-12-25 10:31:08.760178,2022-12-25 10:31:44.320800,0 days 00:00:35.560622,relu,0.35000000000000003,2,0.6,15.999699592590332,11.552472114562988,,,PRUNED
1260,1260,24.516616821289062,2022-12-25 10:31:44.403799,2022-12-25 10:31:59.836284,0 days 00:00:15.432485,tanh,0.45,2,0.6,24.516616821289062,,,,PRUNED
1261,1261,9.489351272583008,2022-12-25 10:31:59.918729,2022-12-25 10:32:35.533590,0 days 00:00:35.614861,sigmoid,0.35000000000000003,2,0.7,9.489351272583008,,,,PRUNED
1262,1262,23.665327072143555,2022-12-25 10:32:35.615604,2022-12-25 10:32:51.291477,0 days 00:00:15.675873,sigmoid,0.45,2,0.95,56.411354064941406,23.665327072143555,,,PRUNED
1263,1263,9.415667533874512,2022-12-25 10:32:51.389400,2022-12-25 10:33:26.779719,0 days 00:00:35.390319,sigmoid,0.5,2,0.7,9.415667533874512,,,,PRUNED
1264,1264,78.00074005126953,2022-12-25 10:33:26.862779,2022-12-25 10:33:35.430066,0 days 00:00:08.567287,relu,0.0,2,0.6,78.00074005126953,,,,PRUNED
1265,1265,88.2078628540039,2022-12-25 10:33:35.520415,2022-12-25 10:33:44.262732,0 days 00:00:08.742317,relu,0.4,2,0.85,88.2078628540039,,,,PRUNED
1266,1266,18.41054344177246,2022-12-25 10:33:44.352732,2022-12-25 10:34:20.167349,0 days 00:00:35.814617,relu,0.4,2,0.65,11.284194946289062,18.41054344177246,,,PRUNED
1267,1267,1.6976388692855835,2022-12-25 10:34:20.258531,2022-12-25 10:35:32.967019,0 days 00:01:12.708488,sigmoid,0.30000000000000004,2,0.7,6.097174167633057,,,,COMPLETE
1268,1268,20.831132888793945,2022-12-25 10:35:33.072520,2022-12-25 10:35:48.302350,0 days 00:00:15.229830,sigmoid,0.1,2,0.6,20.831132888793945,,,,PRUNED
1269,1269,136.1807098388672,2022-12-25 10:35:48.386351,2022-12-25 10:35:57.194351,0 days 00:00:08.808000,relu,0.5,2,0.6,136.1807098388672,,,,PRUNED
1270,1270,27.024425506591797,2022-12-25 10:35:57.285394,2022-12-25 10:36:12.500524,0 days 00:00:15.215130,relu,0.35000000000000003,2,0.6,27.024425506591797,,,,PRUNED
1271,1271,7.2414069175720215,2022-12-25 10:36:12.585524,2022-12-25 10:36:48.264484,0 days 00:00:35.678960,relu,0.30000000000000004,2,0.75,37.01127624511719,12.733902931213379,7.2414069175720215,,PRUNED
1272,1272,4.943779945373535,2022-12-25 10:36:48.347489,2022-12-25 10:38:24.740530,0 days 00:01:36.393041,relu,0.15000000000000002,2,0.7,9.873697280883789,6.140353202819824,4.943779945373535,,PRUNED
1273,1273,7.591847896575928,2022-12-25 10:38:24.823531,2022-12-25 10:39:00.546156,0 days 00:00:35.722625,sigmoid,0.5,2,0.7,7.591847896575928,,,,PRUNED
1274,1274,108.55735778808594,2022-12-25 10:39:00.630157,2022-12-25 10:39:09.313158,0 days 00:00:08.683001,tanh,0.05,3,0.6,108.55735778808594,,,,PRUNED
1275,1275,92.54048156738281,2022-12-25 10:39:09.411824,2022-12-25 10:39:17.929174,0 days 00:00:08.517350,relu,0.5,2,0.6,92.54048156738281,,,,PRUNED
1276,1276,1.425400972366333,2022-12-25 10:39:18.019508,2022-12-25 10:40:55.082340,0 days 00:01:37.062832,sigmoid,0.25,2,0.6,37.88741683959961,14.036009788513184,5.170507431030273,4.186756134033203,COMPLETE
1277,1277,21.036842346191406,2022-12-25 10:40:55.193842,2022-12-25 10:41:10.536226,0 days 00:00:15.342384,sigmoid,0.25,2,0.6,38.89347457885742,21.036842346191406,,,PRUNED
1278,1278,102.11697387695312,2022-12-25 10:41:10.618844,2022-12-25 10:41:19.245006,0 days 00:00:08.626162,sigmoid,0.25,2,0.6,102.11697387695312,,,,PRUNED
1279,1279,1.489958643913269,2022-12-25 10:41:19.335120,2022-12-25 10:42:31.995832,0 days 00:01:12.660712,sigmoid,0.5,2,0.7,5.544004917144775,,,,COMPLETE
1280,1280,1.6450871229171753,2022-12-25 10:42:32.099891,2022-12-25 10:43:45.137429,0 days 00:01:13.037538,relu,0.4,2,0.65,12.934471130371094,6.148009777069092,,,COMPLETE
1281,1281,4.413063049316406,2022-12-25 10:43:45.247651,2022-12-25 10:45:21.559024,0 days 00:01:36.311373,sigmoid,0.2,2,0.8,13.700456619262695,5.37893533706665,4.413063049316406,,PRUNED
1282,1282,130.3381805419922,2022-12-25 10:45:21.643015,2022-12-25 10:45:30.234055,0 days 00:00:08.591040,sigmoid,0.30000000000000004,2,0.6,130.3381805419922,,,,PRUNED
1283,1283,79.39728546142578,2022-12-25 10:45:30.324689,2022-12-25 10:45:39.125347,0 days 00:00:08.800658,sigmoid,0.25,2,0.6,79.39728546142578,,,,PRUNED
1284,1284,20.676029205322266,2022-12-25 10:45:39.214679,2022-12-25 10:45:54.648174,0 days 00:00:15.433495,relu,0.30000000000000004,2,0.6,20.676029205322266,,,,PRUNED
1285,1285,16.31905174255371,2022-12-25 10:45:54.739510,2022-12-25 10:46:10.022011,0 days 00:00:15.282501,sigmoid,0.30000000000000004,2,0.6,60.41345977783203,16.31905174255371,,,PRUNED
1286,1286,1.5353223085403442,2022-12-25 10:46:10.113287,2022-12-25 10:47:33.009499,0 days 00:01:22.896212,tanh,0.1,2,0.6,10.999058723449707,5.565549373626709,,,COMPLETE
1287,1287,19.632490158081055,2022-12-25 10:47:33.109748,2022-12-25 10:47:48.531230,0 days 00:00:15.421482,relu,0.35000000000000003,2,0.6,19.632490158081055,,,,PRUNED
