Cc1cc(-c2csc(N=C(N)N)n2)cn1C
C[C@]12O[C@@H]3OC(=O)[C@H]1[C@H](C[C@@H]2O)[C@H]3CO
O=C1CC2NCCc3cccc(c32)N1
CNC1=C(SC)C(=O)c2ncccc2C1=O
NC(Cc1nsnc1O)C(=O)O
FC1CCNCC1
O=c1cc(CN2CCNCC2)nc2ccccn12
COC(=O)/C=C\C(=O)Nc1ccc(C)cc1
N[C@H](Cc1ccc(O)cc1)C(=O)O
C/C=C(\CSC(=N)N)C(=O)OC
CC1=C(CCC(C)C)C(=O)c2ccccc2C1=O
Cc1cc(C(C)C)[n+](-c2cc[nH]n2)c(C(C)C)c1
CCCCCCCOc1ccc(C(=O)O)cc1
O=[N+]([O-])c1cccc2ncccc12
NC(=O)c1cn(Cc2c(F)cccc2F)nn1
CC(CCOC(=O)c1ccccc1)N(C)C
CN(C)CCCOc1nonc1-c1c[nH]cn1
O=C1CCON1CC#CCN1CCCCC1
C#CC(CN)c1ccccc1
NCCCO/N=C/c1cc(=O)[nH]c(=O)[nH]1
c1cc2[nH]ncc2cc1NC1CCNCC1
NC(CC(=O)O)C(O)C(O)C(N)CC(=O)O
NNc1nnc(-c2cccc3ccccc23)s1
O=C1C=CC[C@H](c2ccccc2)O1
CCN1CCC(Nc2ccc3[nH]ncc3c2)CC1
COc1ccc2oc(S(N)(=O)=O)cc2c1
CNC1CCc2c(ccc(C)c2O)C1
Cc1ccc2c(c1)[nH]c1ccc(C(F)(F)F)cc12
CC1(C(N)C(=O)N2C(C#N)C[C@@H]3C[C@@H]32)CCCC1
CNCc1nnc(S)o1
NC(=O)c1cccc(Cn2ccnc2)c1
CSc1cc(C(C)(C)C)cc(CN)c1O
COc1cccc2[nH]c3c(c12)CCNC3
O=C1C=CC(=O)C(Nc2ccccn2)=C1
C=CC(=O)Nc1cccnc1
COc1cccc2c1CC([N+](C)(C)C)CC2
C=CCn1c(=O)c2cccnc2n(CC=C)c1=O
COc1cc(OC)c2c(O)cc(=O)oc2c1
Cc1cc(CC(C)N)cc2c1OCO2
COc1ccc(C(=O)Nc2ccc(C)cc2)cc1
Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O
O=C1NC(=S)NC(=O)C1=Cc1ccncc1
Cc1nonc1S(N)(=O)=O
Cc1c(S(N)(=O)=O)no[n+]1[O-]
Cc1no[n+]([O-])c1S(N)(=O)=O
CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21
COc1ccc2c3c([nH]c2c1)CNCC3
CC(N)Cc1ccccc1
C[N+]12CCCC1c1ccccc1CC2
CC1Nc2ccc(O)c(CN)c2S1
COc1ccc2c3c([nH]c2c1)C=NCC3
c1ccc2c(c1)nc1n2CCNC1
O=C(O)[C@@H]1C[C@@H](Cc2ccc(Cl)cc2)CN1
NCc1c[nH]c2ccccc12
C1=C(c2ccccc2)CCNC1
COc1ccc(F)c(CC[N+](C)(C)C)c1
C[N+](C)(C)CCc1cccc(OC(F)(F)F)c1
O=C1NCCN(c2cccnc2)N1
COP(=O)(O)C(=O)Oc1ccccc1
c1ccc2c(c1)cc1n2CCNC1
Cc1ccc2c(c1)C1(OCCO1)C(=O)N2
CCC1CCc2nc(N)nc(N)c2C1
Oc1ccc2nc(N3CCNCC3)cnc2c1
CNC(=N)NCCCC(N)P(=O)(O)O
NC(=O)c1cc(-c2ccccc2)nnc1Cl
NC(=O)c1cc2c(Cl)cncc2s1
O=c1ccc2ccccc2o1
CSc1ccc(CC(C)N)cc1
O=C1Nc2ccc(Cl)cc2C12OCCS2
Clc1ncc(C2CC3CCC2N3)cn1
CNc1ncnc2c1ncn2Cc1ccccc1
CCc1cc2c(O)ncnc2s1
CNC(=N)NCCCC(N)[PH](=O)O
Nc1nc(S)c2ccccc2n1
O=c1oc2cc(O)c(O)cc2c2cc(F)ccc12
Br.Oc1noc2c1CNCC2
NC(N)=NCCCC(N)[PH](=O)O
Clc1ccc(C2CC3CCC2N3)cn1
Brc1ccc2[nH]c3c(c2c1)CCN=C3
C/C=C/COc1noc2c1CNCC2.Cl
Cc1cc2c(cc1CC(C)N)OCO2
CC(C)COc1noc2c1CNCC2.Cl
CNC1C2CCC(C2)C1(C)C
Nc1nc(N)c2c(Cl)c(N)ccc2n1
C=C1C[C@@H]1CC(N)=O
Oc1ncnc2c1Cc1ccccc1N2
O=C1Nc2ccc(Cl)cc2C12OCCO2
CC(=O)Nc1nc(C)c(O)c(C)c1C
COc1ccc2c(c1)[nH]c1cnccc12
NC(=O)c1[nH]nc2nc(S)nc(O)c12
O=C1Nc2ccccc2C12SCCS2
Nc1ccc2nc(N)nc(N)c2c1
Nc1nc2ccc(Nc3ccccc3)cc2o1
CN(C)c1ccc2nc(N)oc2c1
N/C(=N/CCCC(N)[PH](=O)O)N[N+](=O)[O-]
O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-]
CC(C)Oc1noc2c1CNCC2.Cl
Cc1cc(O)nc2cc(O)ccc12
Nc1ccccc1S(N)(=O)=O
O=c1oc2ccccc2c2ccccc12
Nc1nc2ccc(N3CCOCC3)cc2o1
CN(C)c1ccc(C#Cc2ccccc2)cc1
O=c1ccc2cc3ccoc3c(OCCO)c2o1
COc1noc2c1CNCC2.Cl
CC[N+]1(c2ccccc2)CCSCC1
CNC(=O)c1cc(-c2ccncc2)nnc1Cl
c1ccc2nc(N3CCNCC3)cnc2c1
CC1OC(n2cc(F)c(=O)[nH]c2=O)C(O)C1O
Nc1nc(N)c2cc(Br)ccc2n1
c1c2c(cc3c1OCO3)[C@H]1NCCC[C@@H]1C2
N#Cc1cc(-c2ccncc2)nnc1Cl
CCOC(=O)c1cc2ccccn2c(=O)n1
NC1=NC(Cc2ccccc2)CCC1
COc1c2occc2c(CO)c2ccc(=O)oc12
CN1C(=O)C2(OCCO2)c2ccccc21
NC(=O)c1cc(-c2ccncc2)cnc1Cl
C1OC[C@]2(CN3CCC2CC3)O1
CC(N/C(=N\C#N)Nc1ccncc1)C(C)(C)C
CCCc1nc2c(C)cccc2c2nc(N)nn12
Cc1ccc(C=C2C(=O)NC(=S)NC2=O)o1
O=c1oc2c(O)c(O)ccc2c2ccccc12
COc1ccc2cc3n(c2c1)CCNC3
NC(N)=NCCCC(N)P(=O)(O)O
Cc1c(CC(C)N)ccc2c1OCO2
Cc1cc(O)nc2c3c(ccc12)OC(C)(C)C=C3
NS(=O)(=O)c1ccc(CCO)cc1
Cc1ccc2nc(N3CCNCC3)cnc2c1
O=C1CCCn2nc(COc3ccccc3)cc21
COc1cc2c(cc1C)CC(N)C2
Cn1c2c(c3ccccc31)CCNCC2
CN(C)CCCNc1nc2cccc(N)c2o1
Nc1ccc2nc(N)oc2c1
COc1ccc2c(c1)Cc1c(O)ncnc1N2
c1cncc([C@@H]2CCCN2)c1
CN(C)CCCNc1ccc2nc(N)oc2c1
O=C1c2cc(O)c(O)cc2-c2cc(O)c(O)cc21
O=c1oc2ccccc2c2cc(O)c(O)cc12
C#CCOc1noc2c1CNCC2.Cl
C=C1[C@@H](CC(N)=O)[C@H]1CCCCCCCC
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1
Cc1ccc(S(=O)(=O)N2CC=CC2=O)cc1
CC1(C)N=C(N)N=C(N)N1c1ccccc1
CCCOc1noc2c1CNCC2.Cl
CCCCOc1noc2c1CNCC2.Cl
Cc1c([N+](=O)[O-])oc2ccc3c(c12)CCCC3
N[C@@H]1CCc2c(ccc(O)c2O)[C@H]1O
COC(=O)C1=CCCN(C)C1
CCC1CCN=C(N)C1
Brc1cccc2c3c([nH]c12)C=NCC3
NNc1nc2ccccc2c(=O)n1N
Nc1ccc2nc(N3CCNCC3)cnc2c1
NS(=O)(=O)c1nc2ccc(O)cc2s1
OCc1cc(-c2ccc(O)cc2)no1
NCCc1c[nH]c2ccccc12
Nc1nc(N)c2c(Cl)c(Cl)ccc2n1
Nc1ncnc2c1ncn2Cc1ccccc1F
CC1(C)CCN=C(N)C1
Cn1nc(S(N)(=O)=O)sc1=N
CNC1C2CCC(C2)C1C
CC(N)Cc1ccc2c(c1)CCC2
Oc1cnnc2nc3ccccc3n12
COc1nnc(-c2ccncc2)cc1C(N)=O
CCCCON
O=C1c2ccccc2-c2n[nH]c3cccc1c23
Clc1ccc2nc(N3CCNCC3)cnc2c1
Nn1c(C(F)(F)F)nc2ccccc2c1=O
COc1ccc2[nH]c(C)c(CCN(C)C)c2c1
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F
NS(=O)(=O)c1cccc2ccccc12
CC(N)Cc1ccc2c(c1)OCO2
CSc1nnc(-c2ccncc2)cc1C(N)=O
Fc1cccc2ncc(N3CCNCC3)nc12
CCCC1CCCC(N)=N1
Oc1nc2ccccc2nc1N1CCNCC1
COc1ccc2nc(N3CCNCC3)cnc2c1
Cc1nc(NC(=O)C2CCCC2)c(C)c(C)c1O
NC(=O)c1cc(-c2ccncc2)nnc1Cl
Cc1c([N+](=O)[O-])oc2c1ccc1ccccc12
CC(=O)Nc1nc(O)c2ccccc2n1
CC[C@H](C)N[C@H](C)[C@@H](O)c1ccccc1.Cl
CC(C)N[C@@H]1CCc2c(ccc(O)c2O)[C@H]1O
CCOC(=O)C1=C(O)C(=O)N(c2ccccc2)C1
Oc1cc(Nc2ccccc2)ncn1
Cc1[nH]c(-c2ccccc2)nc1-c1cccnc1
O=C(O)Cc1csc(-c2ncccc2O)n1
O=C1Nc2cccc(Cl)c2C12OCCO2
N#Cc1ccc2nc(N3CCNCC3)cnc2c1
COc1ccc2[nH]c3c(c2c1)CCN=C3
O=C1Nc2ccc([N+](=O)[O-])cc2C12OCCO2
COc1ccc(OC)c(C[C@@H](C)N)c1
CC(=O)Nc1nnc(S(N)(=O)=O)s1
Nc1nc(S)nc2ccccc12
CC(C)NCC(O)COc1ccccc1
N#Cc1ccc2nc(N)nc(N)c2c1
CC1CCN=C(N)C1
Nc1cccc(S(N)(=O)=O)c1
Nc1ccc(S(N)(=O)=O)cc1F
C=C1[C@H](CCCC)[C@H]1CC(N)=O
NS(=O)(=O)c1ccc(CO)cc1
Cc1ccccc1OCC(O)CNC(C)C
COc1cccc2[nH]c3c(c12)CCN=C3
Fc1cccc2nc(N3CCNCC3)cnc12
CC(C)NC1CCc2cc(O)c(O)cc2[C@H]1O
NC1=Nc2ccccc2CC1
CCCC1CCN=C(N)C1
CCOc1noc2c1CNCC2.Cl
C[N+](C)(C)CCOC(N)=O.[Cl-]
CNC1CC2CCC1C2
Cc1nc2ccccc2c(=O)n1N=C(N)N
CC(=O)NCc1cccc(CN)c1
NC(=O)c1cnnc(-c2ccncc2)c1
Fc1ccc2nc(N3CCNCC3)cnc2c1
Cc1nc2ccccc2c(=O)n1N
Clc1nc2ccccc2nc1N1CCNCC1
O=C1NC(c2cccnc2)Nc2[nH]cnc21
NC1=NC(C2CCCCC2)CCC1
Nc1ccc(S(N)(=O)=O)cc1
COc1ccc2c(c1)c(CCN(C)C)cn2C
Cc1cccc2nc(N)nc(O)c12
Cc1ccc2nc(N)nc(O)c2c1
NCc1ccc2nc(N)nc(N)c2c1
NC(=O)c1ncn(C2OC(CO)C(O)C2O)n1
Cc1nnc2nc3ccccc3n2c1O
CN1CCCN=C1S
COc1cc2cc([N+](=O)[O-])oc2c2ccccc12
Oc1cc2c(cc1Sc1ccncc1)OCC2
NCCc1ccc(S(N)(=O)=O)cc1
CC1CCc2nc(N)nc(N)c2C1
Nc1ccc(S(N)(=O)=O)cc1Cl
Oc1[nH]c(Br)nc2nncc1-2
N[C@@H]1CCc2cc(O)c(O)cc2[C@H]1O
Oc1ccc2c(c1O)CCCC2C1=NCCN1
NNc1ccc(S(N)(=O)=O)cc1
COc1cccc2cc3cc([N+](=O)[O-])oc3cc12
O=C1CCN(c2ccccc2)N1
Nc1nc(N)c2cc(C=O)ccc2n1
Cc1ccc(N2C(N)=NC(N)=NC2(C)C)cc1
CC1(C)N=C(N)N=C(N)N1c1ccc(F)cc1
NC1CCCn2nc(COc3ccccc3)cc21
CNC1CC2CCC1(C)C2(C)C
Cc1cccc(N2C(N)=NC(N)=NC2(C)C)c1
CCNC1C2CCC(C2)C1c1ccccc1
Cc1c([N+](=O)[O-])oc2ccccc12
CN1C(=O)c2cccnc2NC1c1cccnc1
CCn1cc(CCN(C)C)c2cc(OC)ccc21
Oc1ccc2c(c1O)CCC[C@@H]2C1=NCCN1
Oc1cc2c(cc1Sc1ccccn1)OCC2
Nc1nc(O)c2c(Cl)cccc2n1
O=C(O)c1csc(=S)s1
OCCCc1cc2c(cc1O)CCO2
Nc1nc(N)c2c(n1)CCC(CC1CCCO1)C2
COc1ccc2[nH]cc(CCN(C)C)c2c1
O=[N+]([O-])c1cc2c(ccc3cc(O)ccc32)o1
Oc1ccc(C2(O)CCCNC2)cc1O
N#CCCCc1cc2c(cc1O)CCO2
CCN(CC)c1nc2ccccc2n2cnnc12
Cc1cccc2nc(N)nc(N)c12
Clc1ccc2ncc(N3CCNCC3)nc2c1
NCc1ccc(-c2ccoc2)c(Cl)c1
CC(=O)Oc1ccccc1C(=O)O
O=[N+]([O-])c1cc2c(ccc3ccccc32)o1
O=[N+]([O-])c1cc2ccc3c(c2o1)CCCC3
CC1CCc2nc(N)nc(O)c2C1
NC(CCC(=O)N1CCCC1C(=O)O)C(=O)O
Cn1cnc2c(ncn2Cc2ccccc2)c1=O
CN1CCN(Cc2cnn3ccccc23)CC1
CC(C)(C)c1cc2c(cc1O)CCO2
CC#CCOc1noc2c1CNCC2.Cl
CC(C)(C)C1CCc2nc(N)nc(N)c2C1
CCCCCCCc1cc(O)cc(=O)o1
CCC1(CC)C(=O)NC(=O)N(C)C1=O
CCCC(C)NS(=O)(=O)c1ccc(C)cc1
CC(C)(C)NCC(O)COC(=O)C1CCCC1
CN(CCCl)CCCl
CCc1nc(O)c2c(n1)Nc1ccccc1C2
COc1ccc2c(C)c([N+](=O)[O-])oc2c1
CCCc1cc2c(cc1O)CCO2
COc1ccc2oc([N+](=O)[O-])cc2c1
O=[N+]([O-])c1cc2ccccc2o1
CC(C)NCC(O)c1ccc(O)c(O)c1
CCOC(=O)/C=C\Oc1ccc(F)cc1
NCCc1c[nH]c2ccc(O)cc12
Nc1nc(N)c2c(n1)CCC(c1ccccc1)C2
O=c1c2ccccc2ncn1CCO
Oc1ccc2c(c1)CCO2
CC12CCC(C)(O1)C(C(=O)O)C2C(=O)O
Oc1cc2c(cc1Sc1ccccc1)OCC2
OCc1scnc1Cl
CCC(C)C1(CC)C(=O)NC(=O)NC1=O
O=C1CCS[C@@H]2[C@@H](O)[C@@H](O)[C@H](O)[C@@H](CO)N12
ON=C(c1ccccc1O)c1ccccc1O
COc1cc2ccccc2c2cc([N+](=O)[O-])oc12
COc1ccc2c(ccc3oc([N+](=O)[O-])cc32)c1
CSc1nc(O)c2c(C(N)=O)[nH]nc2n1
CCN1c2ccccc2Cc2c(O)ncnc21
O=C1NC(c2ccccc2)Nc2ncccc21
COc1ncnc2c1ncn2Cc1ccccc1
Oc1cccc(C2=CCCN3CCCCC23)c1
Oc1cccc(C2CCCN3CCCCC23)c1
Cc1[nH]c2ccccc2c1CCN(C)C
CCOC(=O)/C=C\Oc1ccccc1C
COC(=O)C1=C(O)C(=O)N(Cc2ccccc2)C1
CCC(NC(=O)CCC(N)C(=O)O)C(=O)O
O=C1NC(c2cccnc2)Nc2ccccc21
O=C(O)CC(=O)O
Clc1ncnc2c1ncn2Cc1ccccc1
C=CCc1cc2c(c(C)c1O)CCO2
Oc1ccc(C2CNCCO2)cc1O
Cc1c([N+](=O)[O-])oc2cc3ccccc3cc12
Cc1ccc2c(ccc3oc([N+](=O)[O-])cc32)c1
NC(CCC(=O)Nc1ccccc1O)C(=O)O
O=C1NC(c2cccnc2)Nc2nccnc21
N#Cc1c(Cl)cccc1N1CCC(C#N)CC1
Nc1ccc(C2NC(=O)c3cccnc3N2)cc1
C=CCc1c(O)ccc2c1CCO2
CCCCCC(=O)c1c(O)cc(C)oc1=O
O=C1CCCN1CC#CCN1CCCC1
CN(C)C(=O)C1(C)NC(=O)c2ccccc2N1
CCCN1CCC[C@H](c2cccc(O)c2)C1
CCCCCc1cc(O)cc(=O)o1
C=CCC1(C(C)C)C(=O)NC(=O)NC1=O
NCC(O)c1ccc(O)c(O)c1
CCCN1CCC[C@@H](c2cccc(O)c2)C1
Oc1ncc(Oc2ccccc2)cn1
C=C/C=C1\C=C(C)C2(CC2)C(C)(O)C1=O
Nc1nc2[nH]c(N)nc2c(=O)[nH]1
NC1=NC(c2cccs2)Cc2ccsc21
CC(N)(CCCC(N)C(=O)O)C(=O)O
NC1=NC(C2CC2)Cc2ccccc21
N#Cc1cccc(/C=C/SC2=NCCS2)c1
Oc1ccc2[nH]c3c(O)nncc3c2c1
Cc1ccc(/C=C/C(=O)c2ccc(O)cc2)cc1
CCc1ccc(OCC(=O)OC)c([N+](=O)[O-])c1
O=C(/C=C/c1ccccc1)c1ccccc1
CC1=C/C(=C\C#CCCO)C(=O)C(C)(O)C12CC2
C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O
C=C1C2=C(CC(C)(C)C2=O)C(=O)C(C)(O)C12CC2
CN(C)c1ncnc2c1ncn2C
Cc1cc(CN)c(C)s1
COc1cc(OC)c(S(N)(=O)=O)c(OC)c1
CN(C)c1ncnc2c1ncn2-c1ccccc1
O=C1C=C(Cl)C(=O)C=C1Cl
Oc1cccc([C@H]2CCCN3CCCC23)c1
NC(/C=C(\Cl)CC(N)C(=O)O)C(=O)O
NC(=O)c1ncn([C@H]2O[C@@H](CO)C[C@@H]2O)n1
CCOCCOCC(O)CN
CCc1cc(OC)c(CC(C)N)cc1OC
CCOc1cc(OC)c(CC(C)N)cc1OC
C=CCc1cc(OC)c(OC)cc1O
NC1=NC(c2ncc[nH]2)Cc2ccccc21
O=C1OC(=O)C2CC=CCC12
CCOC(=O)C(=O)/C=C1\C=C(OC)C=C(O)O1
CN(C(=O)c1ccncc1)c1ccncc1
COC(=O)C1CC2C=CC1C2
COC(=O)COc1ccccc1C
O=[N+]([O-])c1cc2cc(Cl)c3ccccc3c2o1
CCCc1cc2c(c(C)c1O)CCO2
CCNC(=O)N1CCNCC1
NCCn1cc(C(F)(F)F)ccc1=O
Cc1ccccc1Oc1cnc(O)nc1
CC(=N)NCCCC[C@H](N)C(=O)O
COC(=O)[C@@H](N)CCCNC(=N)N[N+](=O)[O-]
NC1=NCCc2ccccc21
NCc1ccc(S(N)(=O)=O)cc1
CCCOC(=O)c1cc(O)c(O)c(O)c1
COc1cc([N+](=O)[O-])c(OC)cc1CC(C)N
CC#CC1Cc2ccsc2C(N)=N1
C#CC1Cc2cc(C)sc2C(N)=N1
OC[C@H](O)[C@H]1CC[C@H](CO)O1
C=C1CC(C)(c2ccccc2)OC1=O
C=C1CC(C)(CC(C)(C)C)OC1=O
Oc1cccc([C@@H]2CCCNC2)c1
CCNC1CCOC(C)(C)C1
Cc1cc2ncc(-c3ccccc3)nc2cc1C
O=C(/C=C/c1ccc(O)cc1)c1ccccc1
CCc1cccc(Oc2cnc(O)nc2)c1
N#CN1CCC1
Cc1cc(C2CCCN2C(=O)[C@@H]2CCCN2)on1
NC1CCCN(c2ccccc2F)C1
CCCCc1cc(OC)c(OC)cc1OC
CCn1c(O)cc(C)cc1=O
Nc1ccc2c(c1)N=C(O)CN2
Oc1csc2ccccc12
Oc1ccc2ccc3c4ccccc4ccc3c2c1
COc1ccc(Oc2cnc(O)nc2)cc1
CCCCCCCCCc1cc(O)cc(=O)o1
C=CCc1cc2c(cc1O)CCO2
O=C1Nc2ccccc2C1(F)c1ccccc1
CCc1ccc(Oc2cnc(O)nc2)cc1
Oc1ncc(Sc2ccccc2)cn1
Oc1ccc2c(c1O)CCC[C@H]2C1=NCCN1
c1ccc2c(C3CO3)c3ccccc3nc2c1
NC(CCC(=O)Nc1cccc(O)c1)C(=O)O
COC(OC)C1(C)NC(=O)c2ccccc2N1
CSC1CN(Cc2ccccc2)C(=O)C1=O
CC1CN(Cc2ccccc2)C(=O)C1=O
C#CC1Cc2sccc2C(N)=N1
BrC1=NOC2CC3CNCC(C3)C12
COc1ccc2nc(C(F)(F)F)oc(=O)c2c1
CC(=O)c1cc[nH]c(=O)c1
N#CCOc1cccc(CN)c1
CC1=C/C(=C\C(C)C)C(=O)C(C)(O)C12CC2
COc1cc(CC(C)N)c(OC)cc1O
NCCCC[C@H](N)C(=O)O
COc1ccc2[nH]cc(CCNC(C)=O)c2c1
CC(C)c1ccc(Oc2cnc(O)nc2)cc1
COc1c2c(cc(O)c1-c1ccccc1)OCO2
NCCCNCc1ccc2ccccc2c1
O=C1OC(=O)C23CCCC12C1CCC3O1
O=C(NCCCn1cncn1)c1cccs1
COc1cccc(Oc2cnc(O)nc2)c1
Oc1ccc(OC2CCCCO2)cc1
Cc1cccc(C)c1NC(=O)N=C1CCCN1C
NC1=NC(c2cccs2)Cc2ccccc21
CC12C(=O)OC(=O)C1(C)C1CCC2O1
CON(C)CCc1c[nH]c2ccccc12
NC(=O)Nc1ccc(S(=O)(=O)F)cc1
O=C(O)CNC(=O)c1ccccc1[N+](=O)[O-]
O=C(O)CNC(=O)c1ccc([N+](=O)[O-])cc1
COc1cc2nc(N(C)C)nc(N)c2cc1OC
O=C(O)C1C2C=CC(O2)C1C(=O)O
NC1=NC(c2ccc(F)cc2)Cc2ccccc21
O=C1C=CC(=O)C(CCC(=O)O)=C1
CC(C)(C)C#CC1Cc2ccsc2C(N)=N1
Cn1c(=O)c2ccccc2n1Cc1ccccc1
COc1cc(C(=O)O)c(OC)cc1CC(C)N
C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O
CC12CCCCC1(Cl)[N+]([O-])=[N+]2[O-]
COc1cc(CC(C)N)c(OC)cc1C#N
CC1(C(=O)O)C2CCC(O2)C1C(=O)O
CCCCN1CCCC(c2cccc(O)c2)C1
CCN1CCCC(c2cccc(O)c2)C1
C=C1CC2(CC3CCC2C3)OC1=O
COc1cc(CC(C)N)c(OC)cc1N
COC(=O)c1cnc(C(C)=O)s1
Oc1cccc([C@H]2CCCNC2)c1
Cc1cccc(Oc2cnc(O)nc2)c1
Cc1cc(Oc2cnc(O)nc2)ccc1Cl
Cc1cc(O)c(=O)c(O)cc1C(=O)c1ccco1
Oc1cccc([C@@H]2CCCN3CCCC23)c1
O=C1OC(=O)C2C3CCC(C3)C12
Oc1cccc(C2CCC3CCCCN3C2)c1
COC1(CO)CCOC1
CCOc1ccc2[nH]c3c(NN)nncc3c2c1
CCOc1ccc2[nH]c3c(O)nncc3c2c1
CS(=O)(=O)SCCCN
COc1ccc2[nH]cc(CCN)c2c1
Cc1cccc(Oc2cncnc2O)c1
COc1nn(Cc2ccccc2)c2ccccc12
COc1cc(CC(C)N)c(OC)cc1Cl
CCN1C(=O)C=CC1=O
C=C1CC2(CCCc3ccccc32)OC1=O
COc1ccc2c(c1)cc1c(O)nncn12
