,number,value,datetime_start,datetime_complete,duration,params_activation,params_dropout,params_layers,params_shrink,system_attrs_completed_rung_0,system_attrs_completed_rung_1,system_attrs_completed_rung_2,state
132,132,0.9851140975952148,2022-12-28 11:42:47.420953,2022-12-28 11:44:38.577934,0 days 00:01:51.156981,sigmoid,0.45,8,0.75,0.9851140975952148,,,PRUNED
133,133,0.970566987991333,2022-12-28 11:42:51.970085,2022-12-28 11:43:49.194069,0 days 00:00:57.223984,relu,0.1,2,0.7,0.970566987991333,,,PRUNED
134,134,0.9696744084358215,2022-12-28 11:42:54.147063,2022-12-28 11:43:51.110809,0 days 00:00:56.963746,relu,0.45,2,0.7,0.9696744084358215,,,PRUNED
135,135,0.9696014523506165,2022-12-28 11:42:59.513938,2022-12-28 11:44:01.685416,0 days 00:01:02.171478,relu,0.45,6,0.7,0.9696014523506165,,,PRUNED
136,136,0.9689015746116638,2022-12-28 11:42:59.753155,2022-12-28 11:44:03.235824,0 days 00:01:03.482669,relu,0.45,6,0.7,0.9689015746116638,,,PRUNED
137,137,0.985431969165802,2022-12-28 11:43:01.323582,2022-12-28 11:44:52.880926,0 days 00:01:51.557344,relu,0.35000000000000003,3,1.0,0.9732310771942139,0.985431969165802,,PRUNED
138,138,0.979343056678772,2022-12-28 11:43:07.636317,2022-12-28 11:44:56.908584,0 days 00:01:49.272267,tanh,0.35000000000000003,3,0.65,0.979343056678772,,,PRUNED
139,139,0.9836480617523193,2022-12-28 11:43:34.655860,2022-12-28 11:47:07.918934,0 days 00:03:33.263074,tanh,0.35000000000000003,4,0.65,0.9866461753845215,,,COMPLETE
140,140,0.985256016254425,2022-12-28 11:43:41.778332,2022-12-28 11:45:34.269569,0 days 00:01:52.491237,relu,0.45,4,1.0,0.9716299176216125,0.985256016254425,,PRUNED
141,141,0.9646249413490295,2022-12-28 11:43:48.304261,2022-12-28 11:44:50.582839,0 days 00:01:02.278578,relu,0.45,4,1.0,0.9646249413490295,,,PRUNED
142,142,0.9817485809326172,2022-12-28 11:43:49.652485,2022-12-28 11:45:42.614425,0 days 00:01:52.961940,relu,0.45,3,1.0,0.9737626314163208,0.9817485809326172,,PRUNED
143,143,0.9854066371917725,2022-12-28 11:43:51.549208,2022-12-28 11:45:43.930620,0 days 00:01:52.381412,sigmoid,0.35000000000000003,3,1.0,0.9719194173812866,0.9854066371917725,,PRUNED
144,144,0.9788991212844849,2022-12-28 11:43:52.646205,2022-12-28 11:45:45.571111,0 days 00:01:52.924906,sigmoid,0.35000000000000003,3,1.0,0.9721614122390747,0.9788991212844849,,PRUNED
145,145,0.9834707975387573,2022-12-28 11:44:02.142831,2022-12-28 11:45:50.750815,0 days 00:01:48.607984,tanh,0.35000000000000003,2,0.65,0.9834707975387573,,,PRUNED
146,146,0.9856114983558655,2022-12-28 11:44:03.656206,2022-12-28 11:45:54.371104,0 days 00:01:50.714898,tanh,0.35000000000000003,2,0.65,0.9856114983558655,,,PRUNED
